ORIGEM,DESTINO,CUSTO_AGREGADO,CUSTO_FROTA,MELHOR_CUSTO,VENCEDOR
Guarujá/SP,Três Corações/MG,5788.979776,5548.42,5548.42,FROTA
Guarujá/SP,Barbacena/MG,9374.671639200002,9275.5,9275.5,FROTA
Guarujá/SP,Ilhéus/BA,21729.202941600004,28172.049999999996,21729.202941600004,AGREGADO
Guarujá/SP,Arapoti/PR,6657.694041600002,8232.76,6657.694041600002,AGREGADO
Guarujá/SP,Guaratinguetá/SP,3791.0280536000005,4299.09,3791.0280536000005,AGREGADO
Guarujá/SP,Ibiporã/PR,7545.4282632,9226.32,7545.4282632,AGREGADO
Guarujá/SP,Resende/RJ,6014.205890560001,5223.79,5223.79,FROTA
Guarujá/SP,Carazinho/RS,12758.908497600003,16942.31,12758.908497600003,AGREGADO
Guarujá/SP,Santo Antônio Do Leverger/MT,20791.794237600003,25962.92,20791.794237600003,AGREGADO
Guarujá/SP,Montenegro/RS,14075.723431200002,19212.8,14075.723431200002,AGREGADO
Guarujá/SP,Barra Mansa/RJ,5345.917811200001,5528.75,5345.917811200001,AGREGADO
Guarujá/SP,Bragança Paulista/SP,2976.2322392,2062.95,2062.95,FROTA
Guarujá/SP,Montes Claros/MG,13645.513072800004,18445.739999999998,13645.513072800004,AGREGADO
Guarujá/SP,São Gonçalo Do Abaeté/MG,12091.753188000002,14380.330000000002,12091.753188000002,AGREGADO
Guarujá/SP,Sumaré/SP,3251.3201624000003,2470.6,2470.6,FROTA
Guarujá/SP,São José dos Campos/SP,2737.2873160000004,2067.78,2067.78,FROTA
Guarujá/SP,Itajaí/SC,7929.871735200001,9285.35,7929.871735200001,AGREGADO
Guarujá/SP,Rinópolis/SP,8350.0908456,9521.43,8350.0908456,AGREGADO
Guarujá/SP,Iturama/MG,9464.744676000002,11987.11,9464.744676000002,AGREGADO
Guarujá/SP,Confins/MG,9369.0420744,11542.220000000001,9369.0420744,AGREGADO
Guarujá/SP,Jardinópolis/SP,6038.9121664,7327.73,6038.9121664,AGREGADO
Guarujá/SP,Sengés/PR,5824.1163904000005,7662.2,5824.1163904000005,AGREGADO
Guarujá/SP,São Vicente/SP,1227.1059632,813.03,813.03,FROTA
Guarujá/SP,Piraúba/MG,9026.003805600001,9314.86,9026.003805600001,AGREGADO
Guarujá/SP,Itararé/SP,5659.388224,7514.639999999999,5659.388224,AGREGADO
Guarujá/SP,São Bento/PB,32428.104679200005,43175.7,32428.104679200005,AGREGADO
Guarujá/SP,Sebastianópolis do Sul/SP,8113.649124000001,9039.41,8113.649124000001,AGREGADO
Guarujá/SP,Embu-guaçu/SP,2276.525188,1908.27,1908.27,FROTA
Guarujá/SP,João Pessoa/PB,34909.282020000006,44418.34,34909.282020000006,AGREGADO
Guarujá/SP,Simões Filho/BA,24660.207952800003,31915.29,24660.207952800003,AGREGADO
Guarujá/SP,Jaboticatubas/MG,9194.890749600003,11941.09,9194.890749600003,AGREGADO
Guarujá/SP,São João Da Vereda/MG,13737.9495432,18691.2,13737.9495432,AGREGADO
Guarujá/SP,Arceburgo/MG,5374.3192192000015,5400.87,5374.3192192000015,AGREGADO
Guarujá/SP,Mogi Guaçu/SP,3940.0340119999996,4259.75,3940.0340119999996,AGREGADO
Guarujá/SP,Terenos/MS,14116.398266400001,17847.44,14116.398266400001,AGREGADO
Guarujá/SP,Araçatuba/SP,7884.835216800001,9236.16,7884.835216800001,AGREGADO
Guarujá/SP,Arapongas/PR,8609.050826400002,11342.78,8609.050826400002,AGREGADO
Guarujá/SP,Pederneiras/SP,5528.741747200002,5912.4,5528.741747200002,AGREGADO
Guarujá/SP,ARUJA/SP,2037.395476,1575.41,1575.41,FROTA
Guarujá/SP,BIRITIBA-MIRIM/SP,1751.6063080000001,1325.54,1325.54,FROTA
Guarujá/SP,CAIEIRAS/SP,2352.3468040000002,1975.94,1975.94,FROTA
Guarujá/SP,CARAPICUIBA/SP,2060.725204,1585.25,1585.25,FROTA
Guarujá/SP,COTIA/SP,2066.557636,1869.6000000000001,1869.6000000000001,FROTA
Guarujá/SP,DIADEMA/SP,1553.30362,1171.11,1171.11,FROTA
Guarujá/SP,EMBU DAS ARTES/SP,1932.4117,1486.88,1486.88,FROTA
Guarujá/SP,EMBU-GUACU/SP,2426.525188,1908.27,1908.27,FROTA
Guarujá/SP,FERRAZ DE VASCONCELOS/SP,1874.08738,1398.34,1398.34,FROTA
Guarujá/SP,FRANCISCO MORATO/SP,2503.990036,2029.1100000000001,2029.1100000000001,FROTA
Guarujá/SP,FRANCO DA ROCHA/SP,,2004.94,2004.94,AGREGADO
Guarujá/SP,GUARAREMA/SP,2399.0062599999997,1985.6100000000001,1985.6100000000001,FROTA
Guarujá/SP,ITAPECERICA DA SERRA/SP,2037.395476,1555.73,1555.73,FROTA
Guarujá/SP,ITAPEVI/SP,2321.541412,1898.6000000000001,1898.6000000000001,FROTA
Guarujá/SP,ITAQUAQUECETUBA/SP,1996.568452,1545.9,1545.9,FROTA
Guarujá/SP,JANDIRA/SP,2189.038708,1913.1000000000001,1913.1000000000001,FROTA
Guarujá/SP,JUQUITIBA/SP,2439.833284,2009.7800000000002,2009.7800000000002,FROTA
Guarujá/SP,MAIRIPORA/SP,2101.552228,1545.9,1545.9,FROTA
Guarujá/SP,MAUA/SP,1570.8009160000001,1186.84,1186.84,FROTA
Guarujá/SP,MOGI DAS CRUZES/SP,1664.1198279999999,1264.56,1264.56,FROTA
Guarujá/SP,PIRAPORA DO BOM JESUS/SP,2474.827876,2038.7800000000002,2038.7800000000002,FROTA
Guarujá/SP,POA/SP,2019.8981800000001,18522.449999999997,2019.8981800000001,AGREGADO
Guarujá/SP,RIBEIRAO PIRES/SP,1512.476596,1117.0,1117.0,FROTA
Guarujá/SP,RIO GRANDE DA SERRA/SP,1524.1414599999998,1116.02,1116.02,FROTA
Guarujá/SP,SALESOPOLIS/SP,1734.1090120000001,1555.73,1555.73,FROTA
Guarujá/SP,SANTA ISABEL/SP,2403.19546,16528.1,2403.19546,AGREGADO
Guarujá/SP,SANTANA DE PARNAIBA/SP,2409.027892,1942.1100000000001,1942.1100000000001,FROTA
Guarujá/SP,SANTO ANDRE/SP,1471.649572,1158.31,1158.31,FROTA
Guarujá/SP,SAO CAETANO DO SUL/SP,1553.30362,1150.44,1150.44,FROTA
Guarujá/SP,SAO LOURENCO DA SERRA/SP,2379.865732,1917.94,1917.94,FROTA
Guarujá/SP,SAO PAULO/SP,1763.2711720000002,1232.0900000000001,1232.0900000000001,FROTA
Guarujá/SP,SUZANO/SP,1827.427924,1358.99,1358.99,FROTA
Guarujá/SP,TABOAO DA SERRA/SP,1990.7360200000003,1516.3899999999999,1516.3899999999999,FROTA
Guarujá/SP,VARGEM GRANDE PAULISTA/SP,2379.865732,1917.94,1917.94,FROTA
Guarujá/SP,ADAMANTINA/SP,8856.751677600001,11480.86,8856.751677600001,AGREGADO
Guarujá/SP,ADOLFO/SP,7727.207402400001,8616.41,7727.207402400001,AGREGADO
Guarujá/SP,AGUAI/SP,4281.392473600001,4584.37,4281.392473600001,AGREGADO
Guarujá/SP,AGUAS DA PRATA/SP,4610.8488064,4869.66,4610.8488064,AGREGADO
Guarujá/SP,AGUAS DE LINDOIA/SP,4264.3516288,4564.7,4264.3516288,AGREGADO
Guarujá/SP,AGUAS DE SANTA BARBARA/SP,5414.081190400001,5676.31,5414.081190400001,AGREGADO
Guarujá/SP,AGUAS DE SAO PEDRO/SP,4140.618956,4505.67,4140.618956,AGREGADO
Guarujá/SP,ALAMBARI/SP,3664.9460888,4259.75,3664.9460888,AGREGADO
Guarujá/SP,ALFREDO MARCONDES/SP,8744.160381600002,11312.099999999999,8744.160381600002,AGREGADO
Guarujá/SP,ALTAIR/SP,7513.28394,8645.93,7513.28394,AGREGADO
Guarujá/SP,ALTINOPOLIS/SP,5987.789632000002,7327.73,5987.789632000002,AGREGADO
Guarujá/SP,ALTO ALEGRE/SP,7530.172634400002,8941.04,7530.172634400002,AGREGADO
Guarujá/SP,ALVARES FLORENCE/SP,8445.793447200002,9295.18,8445.793447200002,AGREGADO
Guarujá/SP,ALVARES MACHADO/SP,8108.384743200002,9698.51,8108.384743200002,AGREGADO
Guarujá/SP,ALVARO DE CARVALHO/SP,6470.181386400002,8281.94,6470.181386400002,AGREGADO
Guarujá/SP,ALVINLANDIA/SP,6520.847469600001,8232.76,6520.847469600001,AGREGADO
Guarujá/SP,AMERICANA/SP,3354.4781336,2578.8199999999997,2578.8199999999997,FROTA
Guarujá/SP,AMERICO BRASILIENSE/SP,5278.8093568,5518.91,5278.8093568,AGREGADO
Guarujá/SP,AMERICO DE CAMPOS/SP,7967.645623200001,9344.369999999999,7967.645623200001,AGREGADO
Guarujá/SP,AMPARO/SP,3698.3380376,4003.9700000000003,3698.3380376,AGREGADO
Guarujá/SP,ANALANDIA/SP,4517.651622400001,4889.33,4517.651622400001,AGREGADO
Guarujá/SP,ANDRADINA/SP,8806.450778400002,11987.11,8806.450778400002,AGREGADO
Guarujá/SP,ANHEMBI/SP,4375.644582400001,5086.07,4375.644582400001,AGREGADO
Guarujá/SP,ANHUMAS/SP,7911.349975200001,9531.28,7911.349975200001,AGREGADO
Guarujá/SP,APARECIDA/SP,3577.9870712,4230.23,3577.9870712,AGREGADO
Guarujá/SP,APARECIDA D'OESTE/SP,8969.708157600002,11925.74,8969.708157600002,AGREGADO
Guarujá/SP,APIAI/SP,5432.17696,7327.73,5432.17696,AGREGADO
Guarujá/SP,ARACARIGUAMA/SP,2560.671124,2000.1100000000001,2000.1100000000001,FROTA
Guarujá/SP,ARACATUBA/SP,7884.835216800001,9236.16,7884.835216800001,AGREGADO
Guarujá/SP,ARACOIABA DA SERRA/SP,3298.1621912,2568.9700000000003,2568.9700000000003,FROTA
Guarujá/SP,ARAMINA/SP,7152.991792800001,8370.48,7152.991792800001,AGREGADO
Guarujá/SP,ARANDU/SP,5215.271334400001,5509.08,5215.271334400001,AGREGADO
Guarujá/SP,ARAPEI/SP,5362.958656000002,5479.57,5362.958656000002,AGREGADO
Guarujá/SP,ARARAQUARA/SP,5408.4009088,5420.54,5408.4009088,AGREGADO
Guarujá/SP,ARARAS/SP,4043.1919832,4348.28,4043.1919832,AGREGADO
Guarujá/SP,ARCO-IRIS/SP,8181.203901600002,9373.88,8181.203901600002,AGREGADO
Guarujá/SP,AREALVA/SP,6249.0825856,7760.57,6249.0825856,AGREGADO
Guarujá/SP,AREIAS/SP,4548.365708800001,4977.87,4548.365708800001,AGREGADO
Guarujá/SP,AREIOPOLIS/SP,4968.7065472,5420.54,4968.7065472,AGREGADO
Guarujá/SP,ARIRANHA/SP,6528.110100000001,7790.09,6528.110100000001,AGREGADO
Guarujá/SP,ARTUR NOGUEIRA/SP,3768.10406,4102.35,3768.10406,AGREGADO
Guarujá/SP,ASPASIA/SP,9273.3394728,,9273.3394728,AGREGADO
Guarujá/SP,ASSIS/SP,6905.2909416,60219.740000000005,6905.2909416,AGREGADO
Guarujá/SP,ATIBAIA/SP,2939.779204,1961.44,1961.44,FROTA
Guarujá/SP,AURIFLAMA/SP,8777.937770400002,11327.439999999999,8777.937770400002,AGREGADO
Guarujá/SP,AVAI/SP,6209.320614400001,7740.9,6209.320614400001,AGREGADO
Guarujá/SP,AVANHANDAVA/SP,7333.137866399999,8763.970000000001,7333.137866399999,AGREGADO
Guarujá/SP,AVARE/SP,4923.2642944,5391.030000000001,4923.2642944,AGREGADO
Guarujá/SP,BADY BASSITT/SP,7350.026560800001,8508.210000000001,7350.026560800001,AGREGADO
Guarujá/SP,BALBINOS/SP,6533.739664800001,8065.530000000001,6533.739664800001,AGREGADO
Guarujá/SP,BALSAMO/SP,7507.654375200002,,7507.654375200002,AGREGADO
Guarujá/SP,BANANAL/SP,5664.013580800001,5764.84,5664.013580800001,AGREGADO
Guarujá/SP,BARAO DE ANTONINA/SP,6351.327654400001,7858.94,6351.327654400001,AGREGADO
Guarujá/SP,BARBOSA/SP,7738.466532000001,,7738.466532000001,AGREGADO
Guarujá/SP,BARIRI/SP,5982.109350400001,5873.049999999999,5873.049999999999,FROTA
Guarujá/SP,BARRA BONITA/SP,5328.876966400002,5617.29,5328.876966400002,AGREGADO
Guarujá/SP,BARRA DO CHAPEU/SP,6016.191040000001,7573.67,6016.191040000001,AGREGADO
Guarujá/SP,BARRA DO TURVO/SP,4707.413593600001,5135.26,4707.413593600001,AGREGADO
Guarujá/SP,BARRETOS/SP,7062.918756000001,8232.76,7062.918756000001,AGREGADO
Guarujá/SP,BARRINHA/SP,6271.803712000001,7455.610000000001,6271.803712000001,AGREGADO
Guarujá/SP,BASTOS/SP,8547.125613600001,9541.11,8547.125613600001,AGREGADO
Guarujá/SP,BATATAIS/SP,5949.0825856,7534.3099999999995,5949.0825856,AGREGADO
Guarujá/SP,BAURU/SP,5477.6192128,7367.08,5477.6192128,AGREGADO
Guarujá/SP,BENTO DE ABREU/SP,8052.089095200002,9659.16,8052.089095200002,AGREGADO
Guarujá/SP,BERNARDINO DE CAMPOS/SP,5517.381184000001,7337.57,5517.381184000001,AGREGADO
Guarujá/SP,BERTIOGA/SP,1128.1067696,855.32,855.32,FROTA
Guarujá/SP,BILAC/SP,7612.983040800001,9275.5,7612.983040800001,AGREGADO
Guarujá/SP,BIRIGUI/SP,7427.207402400001,9167.29,7427.207402400001,AGREGADO
Guarujá/SP,BOA ESPERANCA DO SUL/SP,5432.17696,5656.63,5432.17696,AGREGADO
Guarujá/SP,BOCAINA/SP,5381.054425600001,5636.96,5381.054425600001,AGREGADO
Guarujá/SP,BOFETE/SP,4019.273948,4623.73,4019.273948,AGREGADO
Guarujá/SP,BOITUVA/SP,3148.1621912,2559.14,2559.14,FROTA
Guarujá/SP,BOM JESUS DOS PERDOES/SP,3073.6592119999996,2024.2800000000002,2024.2800000000002,FROTA
Guarujá/SP,BOM SUCESSO DE ITARARE/SP,5653.707942400001,7573.67,5653.707942400001,AGREGADO
Guarujá/SP,BORA/SP,7502.0248104,,7502.0248104,AGREGADO
Guarujá/SP,BORACEIA/SP,6033.2318847999995,1056.0,1056.0,FROTA
Guarujá/SP,BORBOREMA/SP,6595.6648776,7770.41,6595.6648776,AGREGADO
Guarujá/SP,BOREBI/SP,5556.088230400001,5794.35,5556.088230400001,AGREGADO
Guarujá/SP,BOTUCATU/SP,4582.447398400001,5095.91,4582.447398400001,AGREGADO
Guarujá/SP,BRAGANCA PAULISTA/SP,3126.2322392,2062.95,2062.95,FROTA
Guarujá/SP,BRAUNA/SP,7642.763930400001,9039.41,7642.763930400001,AGREGADO
Guarujá/SP,BREJO ALEGRE/SP,8186.833466400001,9206.65,8186.833466400001,AGREGADO
Guarujá/SP,BRODOWSKI/SP,6090.0347008,7396.59,6090.0347008,AGREGADO
Guarujá/SP,BROTAS/SP,4951.6657024000015,5135.26,4951.6657024000015,AGREGADO
Guarujá/SP,BURI/SP,4900.543168,,4900.543168,AGREGADO
Guarujá/SP,BURITAMA/SP,8305.0543272,9482.09,8305.0543272,AGREGADO
Guarujá/SP,BURITIZAL/SP,7136.1030984,8350.81,7136.1030984,AGREGADO
Guarujá/SP,CABRALIA PAULISTA/SP,6095.714982400001,7632.69,6095.714982400001,AGREGADO
Guarujá/SP,CAÇAPAVA/SP,3103.0872999999997,2254.1800000000003,2254.1800000000003,FROTA
Guarujá/SP,CACHOEIRA PAULISTA/SP,4089.0399704,4554.860000000001,4089.0399704,AGREGADO
Guarujá/SP,CACONDE/SP,5493.605132800001,5518.91,5493.605132800001,AGREGADO
Guarujá/SP,CAFELANDIA/SP,6674.4787848000005,8193.41,6674.4787848000005,AGREGADO
Guarujá/SP,CAIABU/SP,8755.419511200002,9609.97,8755.419511200002,AGREGADO
Guarujá/SP,CAIUA/SP,9239.562084000001,11956.43,9239.562084000001,AGREGADO
Guarujá/SP,CAJATI/SP,3659.2150904,4230.23,3659.2150904,AGREGADO
Guarujá/SP,CAJOBI/SP,7034.770931999999,8242.6,7034.770931999999,AGREGADO
Guarujá/SP,CAJURU/SP,5595.850201600001,5597.61,5595.850201600001,AGREGADO
Guarujá/SP,CAMPINA DO MONTE ALEGRE/SP,4429.079795200001,4948.35,4429.079795200001,AGREGADO
Guarujá/SP,CAMPO LIMPO PAULISTA/SP,2718.1467879999996,2062.95,2062.95,FROTA
Guarujá/SP,CAMPOS DO JORDAO/SP,3945.7650104,4240.07,3945.7650104,AGREGADO
Guarujá/SP,CAMPOS NOVOS PAULISTA/SP,6725.144868000002,8085.200000000001,6725.144868000002,AGREGADO
Guarujá/SP,CANANEIA/SP,3997.343996,4525.35,3997.343996,AGREGADO
Guarujá/SP,CANAS/SP,4014.5369912,14671.81,4014.5369912,AGREGADO
Guarujá/SP,CANDIDO MOTA/SP,6871.5135528,8370.48,6871.5135528,AGREGADO
Guarujá/SP,CANDIDO RODRIGUES/SP,6305.8854016000005,7534.3099999999995,6305.8854016000005,AGREGADO
Guarujá/SP,CANITAR/SP,6266.123430400002,7790.09,6266.123430400002,AGREGADO
Guarujá/SP,CAPAO BONITO/SP,4508.6037376,5017.21,4508.6037376,AGREGADO
Guarujá/SP,CAPELA DO ALTO/SP,3527.4021272,4082.67,3527.4021272,AGREGADO
Guarujá/SP,CARAGUATATUBA/SP,3687.8700824000002,2024.2800000000002,2024.2800000000002,FROTA
Guarujá/SP,CARDOSO/SP,8727.2716872,9580.460000000001,8727.2716872,AGREGADO
Guarujá/SP,CASA BRANCA/SP,4684.6924672000005,4918.84,4684.6924672000005,AGREGADO
Guarujá/SP,CASSIA DOS COQUEIROS/SP,5743.5375232,5548.42,5548.42,FROTA
Guarujá/SP,CASTILHO/SP,9408.449028,12217.23,9408.449028,AGREGADO
Guarujá/SP,CATANDUVA/SP,6623.812701600002,7868.78,6623.812701600002,AGREGADO
Guarujá/SP,CATIGUA/SP,6781.440516000001,7996.66,6781.440516000001,AGREGADO
Guarujá/SP,CEDRAL/SP,7079.8074504,8281.94,7079.8074504,AGREGADO
Guarujá/SP,CERQUEIRA CESAR/SP,5362.958656000002,5627.12,5362.958656000002,AGREGADO
Guarujá/SP,CERQUILHO/SP,3457.6361048,4200.72,3457.6361048,AGREGADO
Guarujá/SP,CESARIO LANGE/SP,3497.7530936,4230.23,3497.7530936,AGREGADO
Guarujá/SP,CHARQUEADA/SP,3996.3499544,4495.84,3996.3499544,AGREGADO
Guarujá/SP,CHAVANTES/SP,6017.2459648,7799.92,6017.2459648,AGREGADO
Guarujá/SP,CLEMENTINA/SP,7517.280439200002,9196.810000000001,7517.280439200002,AGREGADO
Guarujá/SP,COLINA/SP,6554.624858400001,8065.530000000001,6554.624858400001,AGREGADO
Guarujá/SP,COLOMBIA/SP,7235.8021992,,7235.8021992,AGREGADO
Guarujá/SP,CONCHAL/SP,3933.3089720000003,4377.79,3933.3089720000003,AGREGADO
Guarujá/SP,CONCHAS/SP,3812.9580056,4505.67,3812.9580056,AGREGADO
Guarujá/SP,CORDEIROPOLIS/SP,3795.7650104,4259.75,3795.7650104,AGREGADO
Guarujá/SP,COROADOS/SP,7314.616106400001,9000.060000000001,7314.616106400001,AGREGADO
Guarujá/SP,CORONEL MACEDO/SP,5665.068505600002,7524.48,5665.068505600002,AGREGADO
Guarujá/SP,CORUMBATAI/SP,4296.120640000001,4682.75,4296.120640000001,AGREGADO
Guarujá/SP,COSMOPOLIS/SP,3474.8291,4003.9700000000003,3474.8291,AGREGADO
Guarujá/SP,COSMORAMA/SP,7624.242170400001,9000.060000000001,7624.242170400001,AGREGADO
Guarujá/SP,CRAVINHOS/SP,5567.4487936000005,5558.27,5558.27,FROTA
Guarujá/SP,CRISTAIS PAULISTA/SP,6888.4022472000015,8134.389999999999,6888.4022472000015,AGREGADO
Guarujá/SP,CRUZALIA/SP,7524.5430696,8842.67,7524.5430696,AGREGADO
Guarujá/SP,CRUZEIRO/SP,4224.5896576000005,4682.75,4224.5896576000005,AGREGADO
Guarujá/SP,Cubatão/SP,1047.6699248,689.0699999999999,689.0699999999999,FROTA
Guarujá/SP,CUNHA/SP,9459.1151112,4751.6,4751.6,FROTA
Guarujá/SP,DESCALVADO/SP,4860.7811968000005,5086.07,4860.7811968000005,AGREGADO
Guarujá/SP,DIRCE REIS/SP,9273.3394728,11588.24,9273.3394728,AGREGADO
Guarujá/SP,DIVINOLANDIA/SP,5209.5910528,5263.15,5209.5910528,AGREGADO
Guarujá/SP,DOBRADA/SP,5925.306534400001,5833.71,5833.71,FROTA
Guarujá/SP,DOIS CORREGOS/SP,5561.7685120000015,5518.91,5518.91,FROTA
Guarujá/SP,DOLCINOPOLIS/SP,9188.896000800001,11465.51,9188.896000800001,AGREGADO
Guarujá/SP,DOURADO/SP,5442.4825984,17786.07,5442.4825984,AGREGADO
Guarujá/SP,DRACENA/SP,9633.631620000002,12616.1,9633.631620000002,AGREGADO
Guarujá/SP,DUARTINA/SP,6203.640332800001,7731.05,6203.640332800001,AGREGADO
Guarujá/SP,DUMONT/SP,6027.5516032000005,7347.41,6027.5516032000005,AGREGADO
Guarujá/SP,ECHAPORA/SP,7254.323959200002,8695.11,7254.323959200002,AGREGADO
Guarujá/SP,ELDORADO/SP,3802.4900503999997,,3802.4900503999997,AGREGADO
Guarujá/SP,ELIAS FAUSTO/SP,3349.7411768,3994.14,3349.7411768,AGREGADO
Guarujá/SP,ELISIARIO/SP,6764.551821600001,7986.83,6764.551821600001,AGREGADO
Guarujá/SP,EMBAUBA/SP,7091.06658,8173.73,7091.06658,AGREGADO
Guarujá/SP,EMILIANOPOLIS/SP,8952.454279200001,11588.24,8952.454279200001,AGREGADO
Guarujá/SP,ESPIRITO SANTO DO PINHAL/SP,4241.6305024,4554.860000000001,4241.6305024,AGREGADO
Guarujá/SP,ESPIRITO SANTO DO TURVO/SP,5737.857241600001,7337.57,5737.857241600001,AGREGADO
Guarujá/SP,ESTIVA GERBI/SP,4031.7299864,4338.44,4031.7299864,AGREGADO
Guarujá/SP,ESTRELA DO NORTE/SP,8986.231668000002,11496.189999999999,8986.231668000002,AGREGADO
Guarujá/SP,ESTRELA D'OESTE/SP,8851.122112800002,9688.67,8851.122112800002,AGREGADO
Guarujá/SP,EUCLIDES DA CUNHA PAULISTA/SP,10140.292452000002,13137.7,10140.292452000002,AGREGADO
Guarujá/SP,FARTURA/SP,6175.238924800001,7681.88,6175.238924800001,AGREGADO
Guarujá/SP,FERNANDO PRESTES/SP,6425.1713152,7632.69,6425.1713152,AGREGADO
Guarujá/SP,FERNANDOPOLIS/SP,8670.9760392,9511.6,8670.9760392,AGREGADO
Guarujá/SP,FERNAO/SP,6499.014976000001,7908.13,6499.014976000001,AGREGADO
Guarujá/SP,FLORA RICA/SP,9149.4890472,11849.05,9149.4890472,AGREGADO
Guarujá/SP,FLOREAL/SP,8305.0543272,9206.65,8305.0543272,AGREGADO
Guarujá/SP,FLORIDA PAULISTA/SP,8980.6021032,11664.95,8980.6021032,AGREGADO
Guarujá/SP,FLORINIA/SP,7372.544820000001,8862.34,7372.544820000001,AGREGADO
Guarujá/SP,FRANCA/SP,6713.8857384,7976.99,6713.8857384,AGREGADO
Guarujá/SP,GABRIEL MONTEIRO/SP,8265.6473736,9324.69,8265.6473736,AGREGADO
Guarujá/SP,GALIA/SP,6504.6952576,7996.66,6504.6952576,AGREGADO
Guarujá/SP,GARCA/SP,6578.7761832000015,8095.04,6578.7761832000015,AGREGADO
Guarujá/SP,GASTAO VIDIGAL/SP,8513.348224800002,9373.88,8513.348224800002,AGREGADO
Guarujá/SP,GAVIAO PEIXOTO/SP,5788.979776,5715.65,5715.65,FROTA
Guarujá/SP,GENERAL SALGADO/SP,8575.2734376,9442.74,8575.2734376,AGREGADO
Guarujá/SP,GETULINA/SP,7119.214404000001,8586.89,7119.214404000001,AGREGADO
Guarujá/SP,GLICERIO/SP,7535.8021992,8950.880000000001,7535.8021992,AGREGADO
Guarujá/SP,GUAICARA/SP,6972.8457192000005,8459.02,6972.8457192000005,AGREGADO
Guarujá/SP,GUAIMBE/SP,7243.064829600002,8577.06,7243.064829600002,AGREGADO
Guarujá/SP,GUAIRA/SP,7271.2126536000005,16436.05,7271.2126536000005,AGREGADO
Guarujá/SP,GUAPIACU/SP,7327.508301600001,8409.83,7327.508301600001,AGREGADO
Guarujá/SP,GUAPIARA/SP,4889.182604800001,5351.68,4889.182604800001,AGREGADO
Guarujá/SP,GUARA/SP,6730.774432800001,7996.66,6730.774432800001,AGREGADO
Guarujá/SP,GUARACAI/SP,8997.490797600001,11649.61,8997.490797600001,AGREGADO
Guarujá/SP,GUARACI/SP,7575.209152800002,8596.74,7575.209152800002,AGREGADO
Guarujá/SP,GUARANI D'OESTE/SP,8980.6021032,11158.69,8980.6021032,AGREGADO
Guarujá/SP,GUARANTA/SP,6584.405748,8114.709999999999,6584.405748,AGREGADO
Guarujá/SP,GUARARAPES/SP,8305.0543272,9482.09,8305.0543272,AGREGADO
Guarujá/SP,GUARATINGUETA/SP,3791.0280536000005,4299.09,3791.0280536000005,AGREGADO
Guarujá/SP,GUAREI/SP,4020.2679896,4564.7,4020.2679896,AGREGADO
Guarujá/SP,GUARIBA/SP,6135.4769536,7406.43,6135.4769536,AGREGADO
Guarujá/SP,GUATAPARA/SP,5681.054425600001,5627.12,5627.12,FROTA
Guarujá/SP,GUZOLANDIA/SP,8952.454279200001,9747.69,8952.454279200001,AGREGADO
Guarujá/SP,HERCULANDIA/SP,7631.504800800001,9019.74,7631.504800800001,AGREGADO
Guarujá/SP,HOLAMBRA/SP,3619.0981016,3994.14,3619.0981016,AGREGADO
Guarujá/SP,HORTOLÂNDIA/SP,3269.5071992,2401.74,2401.74,FROTA
Guarujá/SP,IACANGA/SP,6328.606528,7839.26,6328.606528,AGREGADO
Guarujá/SP,IACRI/SP,8468.311706400002,9629.65,8468.311706400002,AGREGADO
Guarujá/SP,IARAS/SP,5266.393868800001,5548.42,5266.393868800001,AGREGADO
Guarujá/SP,IBATE/SP,4963.026265600001,5135.26,4963.026265600001,AGREGADO
Guarujá/SP,IBIRA/SP,6972.8457192000005,8173.73,6972.8457192000005,AGREGADO
Guarujá/SP,IBIRAREMA/SP,6527.416384,8016.34,6527.416384,AGREGADO
Guarujá/SP,IBITINGA/SP,6254.762867200002,7465.450000000001,6254.762867200002,AGREGADO
Guarujá/SP,IBIUNA/SP,2677.3197640000003,2043.6100000000001,2043.6100000000001,FROTA
Guarujá/SP,ICEM/SP,7873.576087200001,8882.02,7873.576087200001,AGREGADO
Guarujá/SP,IEPE/SP,7828.539568800002,9137.779999999999,7828.539568800002,AGREGADO
Guarujá/SP,IGARACU DO TIETE/SP,5300.4755584,5568.1,5300.4755584,AGREGADO
Guarujá/SP,IGARATA/SP,2770.638676,2067.78,2067.78,FROTA
Guarujá/SP,IGUAPE/SP,3332.5481816,2588.6499999999996,2588.6499999999996,FROTA
Guarujá/SP,ILHA COMPRIDA/SP,3395.5891640000004,4023.65,3395.5891640000004,AGREGADO
Guarujá/SP,ILHABELA/SP,2409.027892,1908.27,1908.27,FROTA
Guarujá/SP,INDAIATUBA/SP,3240.8522071999996,2323.04,2323.04,FROTA
Guarujá/SP,INDIANA/SP,8406.3864936,9570.62,8406.3864936,AGREGADO
Guarujá/SP,INDIAPORA/SP,9155.118612000002,11434.83,9155.118612000002,AGREGADO
Guarujá/SP,INUBIA PAULISTA/SP,8710.382992800001,11250.73,8710.382992800001,AGREGADO
Guarujá/SP,IPAUSSU/SP,6141.157235200001,7681.88,6141.157235200001,AGREGADO
Guarujá/SP,IPERO/SP,3366.934172,3994.14,3366.934172,AGREGADO
Guarujá/SP,IPEUNA/SP,4349.555852800001,4613.88,4349.555852800001,AGREGADO
Guarujá/SP,IPIGUA/SP,7547.0613288,8685.27,7547.0613288,AGREGADO
